niveau,wort,artikel,turkce,formen,typ,beispiele,eintrag,quelle
B1,Bestätigung,die,"onay, teyit",-en,Nomen,Ich brauche eine schriftliche Bestätigung für das Amt.,"die Bestätigung, -en",B1.pdf
B1,bestehen,,"geçmek, oluşmak","besteht, bestand, hat bestanden",Verb,1. Das Modul Lesen besteht aus fünf Teilen. 2. Ich habe die Prüfung bestanden!,"bestehen, besteht, bestand, hat bestanden",B1.pdf
B1,bestellen,,"sipariş etmek, ısmarlamak","bestellt, bestellte, hat bestellt",Verb,1. Wir haben Pizza bestellt. 2. Ich bin für 16 Uhr zum Vorstellungsgespräch bestellt. 3. Ich soll Ihnen Grüße von Frau Meier bestellen.,"bestellen, bestellt, bestellte, hat bestellt",B1.pdf
B1,bestimmt,,"belirli, kesinlikle",,Sonstiges,1. Das hat Nancy bestimmt nicht so gemeint. 2. Möchtest du ein bestimmtes Brot?,bestimmt,B1.pdf
B1,bestrafen,,cezalandırmak,"bestraft, bestrafte, hat bestraft",Verb,Zu schnelles Fahren wird streng bestraft.,"bestrafen, bestraft, bestrafte, hat bestraft",B1.pdf
B1,besuchen,,ziyaret etmek,"besucht, besuchte, hat besucht",Verb,1. Besuchen Sie uns doch mal. 2. Sie müssen noch einen Kurs besuchen.,"besuchen, besucht, besuchte, hat besucht",B1.pdf
B1,Besuch,der,ziyaret,-e,Nomen,1. Wir bekommen Besuch. 2. Ich mache einen Besuch im Krankenhaus. 3. Ich bin hier nur zu Besuch.,"der Besuch, -e",B1.pdf
B1,sich beteiligen,,katılmak,"beteiligt sich, beteiligte sich, hat sich beteiligt",Verb,Wir wollen unserer Lehrerin ein Geschenk kaufen. Wer möchte sich beteiligen?,"sich beteiligen, beteiligt sich, beteiligte sich, hat sich beteiligt",B1.pdf
B1,Betrag,der,"tutar, meblağ",¨-e,Nomen,Bitte überweisen Sie den Betrag auf unser Konto.,"der Betrag, ¨-e",B1.pdf
B1,betreuen,,"bakmak, ilgilenmek","betreut, betreute, hat betreut",Verb,Wer betreut bei Ihnen die Kinder?,"betreuen, betreut, betreute, hat betreut",B1.pdf
B1,Betreuer,der,"bakıcı, gözetmen","die Betreuerin, -nen",Nomen,- Die Betreuerin der Kinder ist sehr nett.,"der Betreuer, die Betreuerin, -nen",B1.pdf
B1,Betreuung,die,bakım,,Nomen,Haben Sie eine Betreuung für Ihre Kinder?,die Betreuung,B1.pdf
B1,Betrieb,der,"işletme, firma, hareketlilik",-e,Nomen,1. In diesem Betrieb arbeiten zehn Leute. 2. Kurz vor Weihnachten ist in den Kaufhäusern immer viel Betrieb. 3. Der Aufzug ist in Betrieb/außer Betrieb.,"der Betrieb, -e",B1.pdf
B1,Betriebsrat,der,işçi konseyi,¨-e,Nomen,Der Betriebsrat wird Sie über die neuen Arbeitszeiten informieren.,"der Betriebsrat, ¨-e",B1.pdf
B1,Betriebsrätin,die,işçi konseyi üyesi,-nen,Nomen,Der Betriebsrat wird Sie über die neuen Arbeitszeiten informieren.,"die Betriebsrätin, -nen",B1.pdf
B1,betrügen,,"aldatmak, dolandırmak","betrügt, betrog, hat betrogen",Verb,1. Ich würde meine Familie niemals betrügen. 2. Die Rechnung stimmt nicht. Der Kellner hat mich betrogen.,"betrügen, betrügt, betrog, hat betrogen",B1.pdf
B1,betrunken,,sarhoş,,Sonstiges,"Wenn Sie betrunken Auto fahren, verlieren Sie Ihren Führerschein.",betrunken,B1.pdf
B1,Bett,das,yatak,-en,Nomen,"1. Wir wollten uns neue Betten kaufen. 2. Solange Sie Fieber haben, müssen Sie im Bett bleiben.","das Bett, -en",B1.pdf
B1,Bevölkerung,die,nüfus,,Nomen,11 % der Bevölkerung wurden nicht im Inland geboren.,die Bevölkerung,B1.pdf
B1,bevor,,-meden önce,,Sonstiges,"Bevor wir gehen, möchte ich noch etwas essen.",bevor,B1.pdf
B1,bewegen,,"hareket ettirmek, kımıldatmak","bewegt, bewegte, hat bewegt",Verb,1. Ich kann mich vor Schmerzen kaum noch bewegen. 2. Ich kann meinen Finger nicht mehr bewegen.,"bewegen, bewegt, bewegte, hat bewegt",B1.pdf
B1,Bewegung,die,hareket,-en,Nomen,Sie brauchen mehr Bewegung. Sie müssen regelmäßig spazieren gehen.,"die Bewegung, -en",B1.pdf
B1,beweisen,,"kanıtlamak, ispatlamak","beweist, bewies, hat bewiesen",Verb,"Wir können beweisen, dass Sie bei Rot über die Ampel gefahren sind.","beweisen, beweist, bewies, hat bewiesen",B1.pdf
B1,Beweis,der,"kanıt, delil",-e,Nomen,Haben Sie dafür Beweise?,"der Beweis, -e",B1.pdf
B1,sich bewerben,,başvurmak,"bewirbt sich, bewarb sich, hat sich beworben",Verb,1. Ich habe mich um diese Stelle beworben. 2. Ich habe mich als Kellner beworben.,"sich bewerben, bewirbt sich, bewarb sich, hat sich beworben",B1.pdf
B1,Bewerbung,die,başvuru,-en,Nomen,1. Wohin soll ich meine Bewerbung schicken? 2. Hilfst du mir bei meiner Bewerbung?,"die Bewerbung, -en",B1.pdf
B1,Bewohner,der,"sakin, oturan kişi",-,Nomen,Ich kenne die anderen Hausbewohner nicht.,"der Bewohner, -",B1.pdf
B1,Bewohnerin,die,"sakin, oturan kadın",-nen,Nomen,Ich kenne die anderen Hausbewohner nicht.,"die Bewohnerin, -nen",B1.pdf
B1,bezahlen,,ödemek,"bezahlt, bezahlte, hat bezahlt",Verb,Hast du die Rechnung schon bezahlt?,"bezahlen, bezahlt, bezahlte, hat bezahlt",B1.pdf
B1,Beziehung,die,ilişki,-en,Nomen,Wir haben gute Beziehungen zu unseren Nachbarn.,"die Beziehung, -en",B1.pdf
B1,Bibliothek,die,kütüphane,-en,Nomen,Die Stadtbibliothek hat bereits geschlossen.,"die Bibliothek, -en",B1.pdf
B1,Bier,das,bira,,Nomen,"Ein Bier, bitte!",das Bier,B1.pdf
B1,bieten,,"sunmak, teklif etmek","bietet, bot, hat geboten",Verb,"1. Er hat mir für den alten Wagen noch 800 Euro geboten. 2. Die Firma bietet ihren Mitarbeitern die Möglichkeit, Sprachkurse zu besuchen.","bieten, bietet, bot, hat geboten",B1.pdf
B1,Bild,das,resim,-er,Nomen,Ein Bild von meinen Kindern hängt über meinem Schreibtisch.,"das Bild, -er",B1.pdf
B1,Bildschirm,der,ekran,-e,Nomen,1. Ich brauche einen größeren Bildschirm für meinen Computer. 2. Wir haben einen Fernsehapparat mit einem sehr großen Bildschirm.,"der Bildschirm, -e",B1.pdf
B1,Billett,das,bilet,"-e/-s → D, A: Fahrkarte",Nomen,Ein Billett können Sie am Schalter kaufen.,"das Billett, -e/-s → D, A: Fahrkarte",B1.pdf
B1,billig,,ucuz,,Sonstiges,Dieses Buch ist nicht ganz billig.,billig,B1.pdf
B1,Biologie,die,biyoloji,,Nomen,Meine Freundin studiert Biologie.,die Biologie,B1.pdf
B1,Bio-,,organik,,Sonstiges,Ich kaufe nur noch Biogemüse.,Bio-,B1.pdf
B1,bio(logisch),,"organik, biyolojik",,Sonstiges,Biologische Lebensmittel gibt es jetzt auch im Supermarkt.,bio(logisch),B1.pdf
B1,Birne,die,armut,-n,Nomen,Möchten Sie Obst? Die Birnen sind heute besonders schön.,"die Birne, -n",B1.pdf
B1,bis,,-e kadar,,Sonstiges,"1. Die Linie 8 fährt nur bis zum Hauptbahnhof. 2. Bis wann können Sie bleiben? 3. Tschüs. Bis gleich! 4. Einige Züge hatten bis zu zwei Stunden Verspätung. 5. Für die Renovierung brauchen wir drei bis vier Tage. 6. Warte hier, bis ich zurückkomme.",bis,B1.pdf
B1,bisher,,şimdiye kadar,,Sonstiges,Bisher ist alles in Ordnung.,bisher,B1.pdf
B1,ein bisschen,,biraz,,Sonstiges,"1. Wenn Sie ein bisschen warten, können wir zusammen gehen. 2. Möchten Sie noch ein bisschen Reis? 3. Können Sie bitte ein bisschen lauter sprechen? 4. Sprechen Sie Englisch? – Ein bisschen.",ein bisschen,B1.pdf
B1,bitten,,rica etmek,"bittet, bat, hat gebeten",Verb,"Darf ich Sie bitten, kurz zuzuhören?","bitten, bittet, bat, hat gebeten",B1.pdf
B1,Bitte,die,rica,-n,Nomen,Ich habe eine Bitte. Kann ich mal Ihr Handy benutzen?,"die Bitte, -n",B1.pdf
B1,bitte,,lütfen,,Sonstiges,"1. Eine Tasse Kaffee, bitte! 2. Bitte schön! 3. Wie bitte? Was haben Sie gesagt? 4. Sprechen Sie bitte langsam.",bitte,B1.pdf
B1,bitter,,acı,,Sonstiges,Hast du Zucker? Der Tee ist sehr bitter.,bitter,B1.pdf
B1,blass,,"solgun, soluk",,Sonstiges,Du siehst ganz blass aus. Bist du krank?,blass,B1.pdf
B1,Blatt,das,"yaprak, kağıt yaprağı",¨-er,Nomen,1. Die Bäume bekommen schon gelbe Blätter. 2. Haben Sie ein Blatt Papier für mich?,"das Blatt, ¨-er",B1.pdf
B1,bleiben,,kalmak,"bleibt, blieb, ist geblieben",Verb,1. Ich bleibe heute zu Hause. 2. Im Juni und Juli bleibt unser Geschäft samstags geschlossen. 3. Bleiben Sie bitte am Apparat. 4. Bleiben Sie doch sitzen! 5. Wir bleiben nur bis morgen.,"bleiben, bleibt, blieb, ist geblieben",B1.pdf
B1,Bleistift,der,kurşun kalem,-e,Nomen,Hast du einen Bleistift für mich?,"der Bleistift, -e",B1.pdf
B1,Blick,der,"bakış, manzara",-e,Nomen,Von hier hat man einen tollen Blick über die Stadt.,"der Blick, -e",B1.pdf
B1,blind,,kör,,Sonstiges,Er ist von Geburt an blind.,blind,B1.pdf
B1,blitzen,,"şimşek çakmak, parlamak","blitzt, blitzte, hat geblitzt",Verb,1. Gestern Abend gab es ein Gewitter. Es hat furchtbar geblitzt und gedonnert. 2. Ihre Augen blitzen vor Freude.,"blitzen, blitzt, blitzte, hat geblitzt",B1.pdf
B1,Blitz,der,"şimşek, flaş",-e,Nomen,"1. Was für ein Gewitter, hast du den Blitz gesehen? 2. Hast du das Foto mit Blitz gemacht?","der Blitz, -e",B1.pdf
B1,blond,,sarışın,,Sonstiges,1. Mein Sohn ist blond. 2. Nina hat lange blonde Haare.,blond,B1.pdf
B1,bloß,,"sadece, yalnızca",,Sonstiges,"1. Ich möchte nichts kaufen. Ich möchte mich bloß umsehen. 2. Komm bloß nicht zu spät. Wir müssen pünktlich am Bahnhof sein. 3. Ach, wenn ich bloß mehr verdienen würde!",bloß,B1.pdf
B1,blühen,,çiçek açmak,"blüht, blühte, hat geblüht",Verb,Die Bäume blühen schon. Es ist Frühling.,"blühen, blüht, blühte, hat geblüht",B1.pdf
B1,Blume,die,çiçek,-n,Nomen,Wir haben meiner Mutter Blumen zum Geburtstag geschenkt.,"die Blume, -n",B1.pdf
B1,Bluse,die,bluz,-n,Nomen,Ich hätte gerne eine weiße Bluse.,"die Bluse, -n",B1.pdf
B1,bluten,,kanamak,"blutet, blutete, hat geblutet",Verb,Ich habe mich verletzt. Meine Hand blutet.,"bluten, blutet, blutete, hat geblutet",B1.pdf
B1,Blut,das,kan,,Nomen,Der Verletzte hat viel Blut verloren.,das Blut,B1.pdf
B1,Boden,der,"zemin, toprak",¨-,Nomen,1. Die Bücher lagen alle auf dem Boden. 2. Auf diesem Boden wächst Gemüse besonders gut.,"der Boden, ¨-",B1.pdf
B1,Bogen,der,"kağıt, form; yay",-/¨-,Nomen,Bitte schreiben Sie Ihren Namen auf den Antwortbogen.,"der Bogen, -/¨-",B1.pdf
B1,Bohne,die,fasulye,-n,Nomen,Ich esse gern Bohnen.,"die Bohne, -n",B1.pdf
B1,Boot,das,"tekne, kayık",-e,Nomen,An diesem See kann man Boote mieten.,"das Boot, -e",B1.pdf
B1,Botschaft,die,elçilik,-en,Nomen,Das Visum habe ich von der Botschaft bekommen.,"die Botschaft, -en",B1.pdf
B1,böse,,"kızgın, öfkeli",,Sonstiges,"1. Ich habe das Buch leider vergessen. Hoffentlich bist du mir nicht böse. 2. Mach nicht so ein böses Gesicht! 3. Ich bin böse auf dich, du bist wieder nicht gekommen! 4. Zeig mal! Du hast dich verletzt? Das sieht aber böse aus.",böse,B1.pdf
B1,braten,,"kızartmak, kavurmak","brät, briet, hat gebraten",Verb,1. Das Fleisch muss zehn Minuten braten. 2. Heute gibt’s gebratenen Fisch.,"braten, brät, briet, hat gebraten",B1.pdf
B1,Braten,der,"rosto, kızartma",,Nomen,- Nehmen Sie noch etwas Soße zum Braten?,"der Braten,",B1.pdf
B1,brauchen,,"ihtiyaç duymak, gerekmek","braucht, brauchte, hat gebraucht",Verb,1. Ich brauche ein Auto. 2. Brauchst du die Zeitung noch? 3. Meine Großmutter ist krank. Sie braucht viel Ruhe. 4. Ich habe für die Renovierung eine Woche gebraucht. 5. Sie brauchen morgen nicht zu kommen. Ich schaffe das alleine.,"brauchen, braucht, brauchte, hat gebraucht",B1.pdf
B1,brechen,,"kırmak, kırılmak","bricht, brach, hat gebrochen",Verb,"1. Er hat sich beim Skifahren verletzt, sein Bein ist gebrochen. 2. Ich habe mir im Urlaub das Bein gebrochen.","brechen, bricht, brach, hat gebrochen",B1.pdf
B1,breit,,geniş,,Sonstiges,Der Teppich ist zwei Meter lang und einen Meter breit.,breit,B1.pdf
B1,Breite,die,genişlik,-n,Nomen,"Welche Maße hat der Tisch? – Länge: 1 m, Breite: 80 cm, Höhe: 1,20 m.","die Breite, -n",B1.pdf
B1,bremsen,,fren yapmak,"bremst, bremste, hat gebremst",Verb,Der Mann ist ganz plötzlich über die Straße gegangen. Ich musste stark bremsen.,"bremsen, bremst, bremste, hat gebremst",B1.pdf
B1,Bremse,die,fren,-n,Nomen,Du musst unbedingt die Bremsen kontrollieren lassen.,"die Bremse, -n",B1.pdf
B1,brennen,,yanmak,"brennt, brannte, hat gebrannt",Verb,1. In diesem Haus hat es letztes Jahr gebrannt. 2. Die Kerze brennt noch. Mach sie bitte aus. 3. In deinem Zimmer hat die ganze Nacht das Licht gebrannt.,"brennen, brennt, brannte, hat gebrannt",B1.pdf
B1,Brief,der,mektup,-e,Nomen,Ich schreibe nicht gern Briefe.,"der Brief, -e",B1.pdf
B1,Briefkasten,der,posta kutusu,¨-,Nomen,1. Ist hier in der Nähe ein Briefkasten? 2. Hol bitte mal die Zeitung aus dem Briefkasten.,"der Briefkasten, ¨-",B1.pdf
B1,Briefmarke,die,pul,-n,Nomen,Briefmarken bekommen Sie am Schalter 7.,"die Briefmarke, -n",B1.pdf
B1,Briefträger,der,postacı,"→CH:dieBriefträgerin,-nen Pöstler",Nomen,War die Briefträgerin schon da?,"der Briefträger, →CH:dieBriefträgerin,-nen Pöstler",B1.pdf
B1,Briefumschlag,der,zarf,"¨-e → A: Kuvert, CH: Couvert",Nomen,Ich hätte gern 50 Briefumschläge und Briefmarken dazu.,"der Briefumschlag, ¨-e → A: Kuvert; CH: Couvert",B1.pdf
B1,Brieftasche,die,cüzdan,"-n → D, CH: Portemonnaie/Portmonee, A: Geldbörse",Nomen,Ich habe nur Kleingeld in meiner Brieftasche.,"die Brieftasche, -n → D, CH: Portemonnaie/Portmonee; A: Geldbörse",B1.pdf
B1,Brille,die,gözlük,-n,Nomen,Ich brauche eine neue Brille.,"die Brille, -n",B1.pdf
B1,bringen,,getirmek,"bringt, brachte, hat gebracht",Verb,1. Bringen Sie mir bitte ein Glas Tee! 2. Ich bringe dich nach Hause. 3. Die Abendzeitung hat einen Bericht über den Unfall gebracht.,"bringen, bringt, brachte, hat gebracht",B1.pdf
B1,Broschüre,die,broşür,-n,Nomen,In der Broschüre finden Sie die neuesten Informationen.,"die Broschüre, -n",B1.pdf
B1,Brot,das,ekmek,-e,Nomen,"1. Brot kaufe ich immer beim Bäcker, nicht im Supermarkt. 2. Was möchtest du aufs Brot haben? 3. Nimm noch ein paar belegte Brote für die Fahrt mit.","das Brot, -e",B1.pdf
B1,Brötchen,das,"küçük ekmek, sandviç ekmeği","- (D) → A: Semmel, CH: Brötli",Nomen,Ich hole schnell ein paar Brötchen zum Frühstück.,"das Brötchen, - (D) → A: Semmel; CH: Brötli",B1.pdf
B1,Brötli,das,"sandviç ekmeği, francala","- (CH) → D: Brötchen, A: Semmel",Nomen,Ich hole schnell ein paar Brötli zum Frühstück.,"das Brötli, - (CH) → D: Brötchen; A: Semmel",B1.pdf
B1,Brücke,die,köprü,-n,Nomen,Fahren Sie über die nächste Brücke und dann rechts.,"die Brücke, -n",B1.pdf
B1,Bruder,der,erkek kardeş,¨-,Nomen,Mein jüngster Bruder geht noch zur Schule.,"der Bruder, ¨-",B1.pdf
B1,Brust,die,göğüs,,Nomen,Ich habe Schmerzen in der Brust.,die Brust,B1.pdf
B1,Bub,der,"erkek çocuk, oğlan","-en (A, CH) D: Junge",Nomen,In der Schulklasse sind 15 Buben und 10 Mädchen.,"der Bub, -en (A, CH) D: Junge",B1.pdf
B1,Buch,das,kitap,¨-er,Nomen,Haben Sie ein Buch über die Geschichte von Berlin?,"das Buch, ¨-er",B1.pdf
B1,Buchhandlung,die,"kitabevi, kitapçı",-en,Nomen,In der Buchhandlung in der Stadt haben sie das Buch sicher.,"die Buchhandlung, -en",B1.pdf
B1,buchen,,"rezervasyon yapmak, ayırtmak","bucht, buchte, hat gebucht",Verb,Ich habe für morgen einen Flug nach Rom gebucht.,"buchen, bucht, buchte, hat gebucht",B1.pdf
B1,buchstabieren,,"harf harf söylemek, hecelemek","buchstabiert, buchstabierte, hat buchstabiert",Verb,Würden Sie Ihren Namen bitte buchstabieren?,"buchstabieren, buchstabiert, buchstabierte, hat buchstabiert",B1.pdf
B1,Buchstabe,der,harf,-n,Nomen,1. Gibt es diesen Buchstaben auch in deiner Muttersprache? 2. Ihr Name beginnt mit K. – Buchstabe K ist in Zimmer 3. Bitte warten Sie dort.,"der Buchstabe, -n",B1.pdf
B1,Büchse,die,"konserve kutusu, teneke kutu","-n (D, CH) → A: Dose",Nomen,Ich habe noch eine Büchse Bohnen.,"die Büchse, -n (D, CH) → A: Dose",B1.pdf
B1,Buffet,das,açık büfe,-s,Nomen,Das Buffet ist eröffnet!,"das Buffet, -s",B1.pdf
B1,Bühne,die,sahne,-n,Nomen,Er steht gern auf der Bühne.,"die Bühne, -n",B1.pdf
B1,bunt,,renkli,,Sonstiges,Das bunte Kleid gefällt mir gut.,bunt,B1.pdf
B1,Burg,die,kale,-en,Nomen,Von der Burg hat man eine schöne Aussicht.,"die Burg, -en",B1.pdf
B1,Bürger,der,vatandaş,-,Nomen,EU-Bürgerinnen und Bürger können überall in Europa arbeiten.,"der Bürger, -",B1.pdf
B1,Bürgerin,die,vatandaş,-nen,Nomen,EU-Bürgerinnen und Bürger können überall in Europa arbeiten.,"die Bürgerin, -nen",B1.pdf
B1,Büro,das,"ofis, büro",-s,Nomen,1. Unser Büro bleibt samstags geschlossen. 2. Ich möchte in einem Büro arbeiten.,"das Büro, -s",B1.pdf
B1,Bürste,die,fırça,-n,Nomen,1. Hast du eine Bürste? Meine Schuhe sind so schmutzig. 2. Ich brauche eine Bürste für meine Haare.,"die Bürste, -n",B1.pdf
B1,Zahnbürste,die,diş fırçası,-n,Nomen,Ich brauche eine neue Zahnbürste.,"die Zahnbürste, -n",B1.pdf
B1,Bus,der,otobüs,-se,Nomen,Ich fahre meistens mit dem Bus zur Arbeit.,"der Bus, -se",B1.pdf
B1,Butter,die,tereyağı,,Nomen,Ich möchte nur Butter aufs Brot.,die Butter,B1.pdf
B1,Café,das,kafe,-s,Nomen,Hier in der Nähe ist ein Café. Lass uns einen Kaffee trinken.,"das Café, -s",B1.pdf
B1,Cafeteria,die,kafeterya,-s,Nomen,Ich hole mir schnell etwas aus der Cafeteria.,"die Cafeteria, -s",B1.pdf
B1,Chance,die,"şans, fırsat",-n,Nomen,"Mein Mann hat gute Chancen, die Stelle zu bekommen.","die Chance, -n",B1.pdf
B1,Chef,der,"şef, patron",-s,Nomen,"Das kann ich nicht allein entscheiden, da muss ich erst die Chefin fragen.","der Chef, -s",B1.pdf
B1,Chefin,die,"patron, yönetici",-nen,Nomen,"Das kann ich nicht allein entscheiden, da muss ich erst die Chefin fragen.","die Chefin, -nen",B1.pdf
B1,chic/schick,,şık,,Sonstiges,Ich finde dein Kleid sehr chick.,chic/schick,B1.pdf
B1,Coiffeur,der,"berber, kuaför",-e,Nomen,1. Du siehst toll aus! Wer ist dein Coiffeur? 2. Meine Tochter will Coiffeuse werden.,"der Coiffeur, -e",B1.pdf
B1,Coiffeuse,die,kuaför,"-n (CH) → D, A: Friseur",Nomen,1. Du siehst toll aus! Wer ist dein Coiffeur? 2. Meine Tochter will Coiffeuse werden.,"die Coiffeuse, -n (CH) → D, A: Friseur",B1.pdf
B1,Couch,die,kanepe,-s,Nomen,Wir haben uns eine Couch und neue Sessel gekauft.,"die Couch, -s",B1.pdf
B1,Creme,die,krem,-n/-s,Nomen,1. Ich hätte gern eine Creme für die Hände. 2. Für die Creme habe ich Butter und Schokolade genommen.,"die Creme, -n/-s",B1.pdf
B1,Cousin,der,kuzen,-s,Nomen,Meine Cousine wohnt jetzt in Brasilien.,"der Cousin, -s",B1.pdf
B1,Cousine,die,kuzin,-n,Nomen,Meine Cousine wohnt jetzt in Brasilien.,"die Cousine, -n",B1.pdf
B1,Couvert,das,zarf,"-s (CH) Briefumschlag, A: Kuvert",Nomen,Ich hätte gern 50 Couverts und Briefmarken dazu.,"das Couvert, -s (CH) Briefumschlag; A: Kuvert",B1.pdf
B1,da,,"orada, işte",,Sonstiges,"1. Da drüben ist ein Getränkeautomat. 2. Was Sie da sagen, ist richtig. 3. Ich wollte gerade einparken. Da kam ein Wagen rückwärts aus der Einfahrt. 4. Wir haben schon geschlossen. – Da kann man nichts machen. 5. Da Sie keinen Mitgliedsausweis haben, ist es etwas teurer. 6. Wir haben gerade über dich gesprochen. Da bist du ja. 7. Welche Bluse nehmen Sie? – Die da. 8. Ist Herr Klein schon da?",da,B1.pdf
B1,dabei,,"yanında, bu arada",,Sonstiges,"1. Was hast du dir dabei gedacht? 2. Schön, dass du da bist. Ist deine Familie auch dabei? 3. Hast du einen Stift dabei?",dabei,B1.pdf
B1,Dach,das,çatı,¨-er,Nomen,1. Wir müssen das Dach reparieren lassen. 2. Wir wohnen direkt unter dem Dach.,"das Dach, ¨-er",B1.pdf
B1,dafür,,"onun için, lehinde",,Sonstiges,"1. Meine Schwester interessiert sich für Politik. Ich interessiere mich nicht dafür. 2. Ich bin dafür, dass wir möglichst früh losfahren.",dafür,B1.pdf
B1,dagegen,,"ona karşı, aleyhinde",,Sonstiges,"1. Vorsicht, da ist ein Baum! Fahr nicht dagegen! 2. Sind Sie für oder gegen ein Rauchverbot? - Ich bin dagegen. 3. Ich habe nichts dagegen, dass wir schon nach Hause gehen.",dagegen,B1.pdf
B1,daher,,"bu yüzden, bu nedenle",,Sonstiges,"Ich bin erkältet, daher kann ich heute nicht kommen.",daher,B1.pdf
B1,dahin,,"oraya, o zamana kadar",,Sonstiges,Der Zug kommt in 30 Minuten. Bis dahin können wir einen Kaffee trinken.,dahin,B1.pdf
B1,damals,,"o zamanlar, o dönemde",,Sonstiges,Mit 15 wollte ich gerne Klavier spielen lernen. Aber damals hatte ich kein Geld dafür.,damals,B1.pdf
B1,Dame,die,"bayan, hanım",-n,Nomen,1. Sie ist eine nette alte Dame. 2. Meine Damen und Herren! 3. Sehr geehrte Damen und Herren.,"die Dame, -n",B1.pdf
B1,damit,,"onunla, ...sın diye",,Sonstiges,"1. Mach schnell, damit wir nicht zu spät kommen. 2. Was macht man mit diesem Ding? - Damit kann man Dosen aufmachen.",damit,B1.pdf
B1,danach,,ondan sonra,,Sonstiges,"Zuerst gehen wir einkaufen, danach grillen wir auf unserem Balkon.",danach,B1.pdf
B1,daneben,,"yanında, bitişiğinde",,Sonstiges,"Du weißt doch, wo die Post ist. Gleich daneben ist die Bank.",daneben,B1.pdf
B1,danken,,teşekkür etmek,"dankt, dankte, hat gedankt",Verb,Ich danke dir für die Einladung.,"danken, dankt, dankte, hat gedankt",B1.pdf
B1,Dank,der,teşekkür,,Nomen,1. Vielen Dank für Ihre Mühe. 2. Hier ist Ihr Kaffee. – Vielen Dank! 3. Herzlichen Dank! 4. Gott sei Dank hat es nicht geregnet.,der Dank,B1.pdf
B1,dankbar,,minnettar,,Sonstiges,Ich bin Ihnen sehr dankbar für Ihre Hilfe.,dankbar,B1.pdf
B1,danke,,"teşekkürler, sağ ol",,Sonstiges,"1. Soll ich Ihnen helfen? Nein, danke, nicht nötig. 2. Guten Appetit! – Danke gleichfalls.",danke,B1.pdf
B1,dann,,"sonra, o zaman",,Sonstiges,"1. Ich muss noch schnell zur Post, dann komme ich. 2. Wir waren pünktlich am Bahnhof. Aber dann hatte der Zug Verspätung. 3. Ich habe im Moment sehr viel zu tun. – Dann will ich nicht länger stören. 4. Wenn es nicht regnet, dann kommen wir.",dann,B1.pdf
B1,darstellen,,"göstermek, tasvir etmek","stellt dar, stellte dar, hat dargestellt",Verb,Er konnte das Problem sehr gut darstellen.,"darstellen, stellt dar, stellte dar, hat dargestellt",B1.pdf
B1,Darstellung,die,"tasvir, sunum, gösterim",-en,Nomen,Ihr Buch enthält eine klare Darstellung dieser Probleme.,"die Darstellung, -en",B1.pdf
B1,dass,,"-dığı, ki",,Sonstiges,"Rico hat mir gesagt, dass er auch zur Party kommt.",dass,B1.pdf
B1,Datei,die,dosya,-en,Nomen,Wo hast du die Datei gespeichert?,"die Datei, -en",B1.pdf
B1,Datum,das,tarih,die Daten,Nomen,1. Welches Datum haben wir heute? 2. Bitte Datum und Unterschrift nicht vergessen. 3. Ich brauche noch ein paar Daten von Ihnen.,"das Datum, die Daten",B1.pdf
B1,Daten,die,veriler,(Plural),Nomen,Wir haben alle Ihre Daten im Computer.,die Daten (Plural),B1.pdf
B1,dauern,,sürmek,"dauert, dauerte, hat gedauert",Verb,Wie lange dauert die Pause? – Eine halbe Stunde.,"dauern, dauert, dauerte, hat gedauert",B1.pdf
B1,Dauer,die,süre,,Nomen,1. Sie können das Buch für die Dauer einer Woche ausleihen. 2. Auf Dauer ist die Arbeit nicht interessant.,die Dauer,B1.pdf
B1,dauernd,,sürekli,,Sonstiges,1. Das dauernde Klingeln des Telefons stört mich. 2. Er ist dauernd krank.,dauernd,B1.pdf
B1,Decke,die,"tavan, battaniye",-n,Nomen,1. Im Wohnzimmer haben wir keine Lampe an der Decke. 2. Kann ich noch eine Decke bekommen? Mir ist kalt.,"die Decke, -n",B1.pdf
B1,dekorieren,,"süslemek, dekore etmek","dekoriert, dekorierte, hat dekoriert",Verb,"Hilfst du mir, den Tisch für die Party zu dekorieren?","dekorieren, dekoriert, dekorierte, hat dekoriert",B1.pdf
B1,denken,,düşünmek,"denkt, dachte, hat gedacht",Verb,"1. Du lachst - was denkst du gerade? 2. Ich denke, dass du recht hast. 3. Wir diskutieren gerade über das Rauchen. Wie denken Sie darüber? 4. Denk bitte daran, die Heizung auszumachen. 5. Es ist mir ganz egal, was die Leute von mir denken. 6. Ich denke oft an meine Familie. 7. Ich hatte mir gedacht, dass wir zusammen fahren könnten.","denken, denkt, dachte, hat gedacht",B1.pdf
B1,Gedanke,der,"düşünce, fikir",-n,Nomen,"1. Ich muss zuerst meine Gedanken sammeln. 2. Dein Hinweis bringt mich auf einen Gedanken. 3. Der Gedanke an das Unglück macht uns traurig. 4. Lass uns einen Ausflug machen, damit du auf andere Gedanken kommst. 5. Sie ist ganz in Gedanken versunken.","der Gedanke, -n",B1.pdf
B1,Denkmal,das,anıt,¨-er,Nomen,In dieser Stadt gibt es viele berühmte Denkmäler.,"das Denkmal, ¨-er",B1.pdf
B1,denn,,çünkü,,Sonstiges,"1. Ich lerne jetzt auch Portugiesisch, denn ich möchte nach Südamerika reisen. 2. Wie ist das Spiel denn ausgegangen?",denn,B1.pdf
