niveau,wort,artikel,turkce,formen,typ,beispiele,eintrag,quelle
A1 (Fit in Deutsch 1),Gemüse,das,sebze,(Sg.),Nomen,Ich esse sehr gern Gemüse.,s Gemüse (Sg.),A1_Fit1.pdf
A1 (Fit in Deutsch 1),gemütlich,,"rahat, keyifli, huzurlu",,Sonstiges,Mein Zimmer ist gemütlich.,gemütlich,A1_Fit1.pdf
A1 (Fit in Deutsch 1),genug,,"yeterli, yeterince",,Sonstiges,Das ist genug.,genug,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Gepäck,das,bagaj,(Sg.),Nomen,Das ist nicht mein Gepäck.,s Gepäck (Sg.),A1_Fit1.pdf
A1 (Fit in Deutsch 1),gerade,,"şu anda, tam şimdi",,Sonstiges,Was machst du gerade?,gerade,A1_Fit1.pdf
A1 (Fit in Deutsch 1),geradeaus,,"doğru, dümdüz",,Sonstiges,"Gehen Sie hier geradeaus, dann sehen Sie das Rathaus.",geradeaus,A1_Fit1.pdf
A1 (Fit in Deutsch 1),gern,,"severek, memnuniyetle",,Sonstiges,Wir sehen gern Krimis.,gern,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Geschäft,das,"dükkân, mağaza",-e,Nomen,Meine Mutter wartet vor dem Geschäft.,"s Geschäft, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Geschenk,das,hediye,-e,Nomen,Hier ist ein Geschenk für dich.,"s Geschenk, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Geschichte,die,"hikâye, tarih",-n,Nomen,Kennst du die Geschichte?/In Geschichte hat er eine Eins.,"e Geschichte, -n",A1_Fit1.pdf
A1 (Fit in Deutsch 1),geschlossen sein,,kapalı olmak,,Sonstiges,Die Apotheke ist heute geschlossen.,geschlossen sein,A1_Fit1.pdf
A1 (Fit in Deutsch 1),gestern,,dün,,Sonstiges,Gestern war Sonntag.,gestern,A1_Fit1.pdf
A1 (Fit in Deutsch 1),gewinnen,,kazanmak,,Sonstiges,Man kann eine Reise gewinnen.,gewinnen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Glas,das,"bardak, cam","ä, -er",Nomen,Bitte ein Glas Cola.,"s Glas, ä, -er",A1_Fit1.pdf
A1 (Fit in Deutsch 1),glauben,,"sanmak, inanmak, düşünmek",,Sonstiges,"Ich glaube, Karin spricht sehr gut Englisch.",glauben,A1_Fit1.pdf
A1 (Fit in Deutsch 1),gleich,,"hemen, aynı",,Sonstiges,Er kommt gleich./Das ist mir gleich.,gleich,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Gleis,das,"peron, ray",-e,Nomen,Der Zug kommt auf Gleis vier an.,"s Gleis, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Glück,das,"şans, mutluluk",(Sg.),Nomen,Viel Glück!/Hoffentlich hast du Glück.,s Glück (Sg.),A1_Fit1.pdf
A1 (Fit in Deutsch 1),glücklich,,mutlu,,Sonstiges,Ich war in Deutschland sehr glücklich.,glücklich,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Glückwunsch,der,tebrik,"ü, -e",Nomen,Herzlichen Glückwunsch!,"r Glückwunsch, ü, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),groß,,büyük,,Sonstiges,Unser Haus ist groß.,groß,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Großeltern,die,büyükanne ve büyükbaba,(Pl.),Nomen,Meine Großeltern wohnen nicht bei uns.,e Großeltern (Pl.),A1_Fit1.pdf
A1 (Fit in Deutsch 1),Gruß,der,selam,"ü, -e",Nomen,Viele Grüße von Angelika.,"r Gruß, ü, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),gut,,iyi,,Sonstiges,Das Essen ist hier immer sehr gut./Ich finde deine Idee nicht so gut.,gut,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Haar,das,saç,-e,Nomen,Sie hat lange Haare.,"s Haar, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),haben,,sahip olmak,,Sonstiges,Wir haben einen Hund und zwei Katzen.,haben,A1_Fit1.pdf
A1 (Fit in Deutsch 1),hallo,,merhaba,,Sonstiges,Hallo! Bist du Michael Schmidt?,hallo,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Hals,der,boyun,"ä, -e",Nomen,Mein Hals tut so weh!,"r Hals, ä, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),halten,,"durmak, tutmak",,Sonstiges,Alle Busse halten hier.,halten,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Haltestelle,die,durak,-n,Nomen,Da ist die Haltestelle.,"e Haltestelle, -n",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Handy,das,cep telefonu,-s,Nomen,Du kannst mit dem Handy telefonieren.,"s Handy, -s",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Haus,das,ev,"ä, -er",Nomen,Ich bin zu Haus./Ich gehe nach Haus./ Da ist unser Haus.,"s Haus, ä, -er",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Hausaufgabe,die,ev ödevi,-n,Nomen,Wir machen zusammen Hausaufgaben.,"e Hausaufgabe, -n",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Heft,das,defter,-e,Nomen,Schreibt die Übung ins Heft.,"s Heft, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),heiraten,,evlenmek,,Sonstiges,Nächste Woche heiratet meine Schwester.,heiraten,A1_Fit1.pdf
A1 (Fit in Deutsch 1),heißen,,"adı olmak, denmek",,Sonstiges,Wie heißt du?,heißen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),helfen,,yardım etmek,,Sonstiges,Hilf mir bitte!,helfen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Herr,der,"bay, efendi",-en,Nomen,Sind Sie Herr Braunmüller?,r Herr; -en,A1_Fit1.pdf
A1 (Fit in Deutsch 1),herzlich,,"içten, samimi",,Sonstiges,Herzliche Grüße von Michael.,herzlich,A1_Fit1.pdf
A1 (Fit in Deutsch 1),heute,,bugün,,Sonstiges,Heute kommt meine Freundin aus Italien.,heute,A1_Fit1.pdf
A1 (Fit in Deutsch 1),hier,,burada,,Sonstiges,Wir wohnen hier.,hier,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Hobby,das,hobi,-s,Nomen,Meine Hobbys sind Lesen und Tanzen.,"s Hobby, -s",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Hochzeit,die,düğün,-en,Nomen,Die Hochzeit war sehr langweilig.,"e Hochzeit, -en",A1_Fit1.pdf
A1 (Fit in Deutsch 1),hoffen,,ummak,,Sonstiges,"Ich hoffe, du antwortest bald.",hoffen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),hoffentlich,,umarım,,Sonstiges,Hoffentlich kommt er mit.,hoffentlich,A1_Fit1.pdf
A1 (Fit in Deutsch 1),hören,,"duymak, dinlemek",,Sonstiges,Hörst du gern Musik?,hören,A1_Fit1.pdf
A1 (Fit in Deutsch 1),hübsch,,"güzel, hoş",,Sonstiges,Ich finde sie wirklich hübsch.,hübsch,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Hund,der,köpek,-e,Nomen,Hast du einen Hund?,"r Hund, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Hunger,der,açlık,(Sg.),Nomen,Wir haben Hunger.,r Hunger (Sg.),A1_Fit1.pdf
A1 (Fit in Deutsch 1),ich,,ben,,Sonstiges,Ich wohne in Berlin. (vergl. Grammatik),ich,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Idee,die,fikir,-n,Nomen,Das ist eine tolle Idee.,"e Idee, -n",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Ihr,,sizin,-e,Sonstiges,Ist das Ihr Hund/Ihre Katze?,"Ihr, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),immer,,her zaman,,Sonstiges,Mathe ist immer so langweilig.,immer,A1_Fit1.pdf
A1 (Fit in Deutsch 1),in,,"içinde, -de/-da",,Sonstiges,In Spanien/in der Stadt/ins Schwimmbad/ in den Wald/in den Ferien/im Sommer,in,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Information,die,bilgi,-en,Nomen,Hier kann man Informationen bekommen.,"e Information, -en",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Insel,die,ada,-n,Nomen,Rügen ist eine Insel.,"e Insel, -n",A1_Fit1.pdf
A1 (Fit in Deutsch 1),interessant,,ilginç,,Sonstiges,Das Buch ist interessant.,interessant,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Internet,das,internet,(Sg.),Nomen,Wir suchen die Informationen im Internet.,s Internet (Sg.),A1_Fit1.pdf
A1 (Fit in Deutsch 1),ja,,evet,,Sonstiges,"Kommst du mit? - Ja, gern.",ja,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Jacke,die,ceket,-n,Nomen,"Du brauchst eine Jacke, es ist kalt.","e Jacke, -n",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Jeans,die,"kot pantolon, kot",(Pl.),Nomen,Sie trägt heute Jeans und ein Hemd.,e Jeans (Pl.),A1_Fit1.pdf
A1 (Fit in Deutsch 1),jeder,,her,"-e, -s",Sonstiges,Wir fahren jeden Sommer nach München.,"jeder,-e, -s",A1_Fit1.pdf
A1 (Fit in Deutsch 1),jetzt,,şimdi,,Sonstiges,Das ist jetzt nicht mehr wichtig.,jetzt,A1_Fit1.pdf
A1 (Fit in Deutsch 1),r/e Jugendliche,,genç,-n,Sonstiges,Ist das ein Film für Jugendliche?,"r/e Jugendliche, -n",A1_Fit1.pdf
A1 (Fit in Deutsch 1),jung,,genç,,Sonstiges,Meine Eltern sind noch jung.,jung,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Junge,der,"erkek çocuk, oğlan",-n,Nomen,Der Junge ist neu in unserer Klasse.,"r Junge, -n",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Kaffee,der,kahve,(Sg.),Nomen,Möchtest du eine Tasse Kaffee?,r Kaffee (Sg.),A1_Fit1.pdf
A1 (Fit in Deutsch 1),Kakao,der,kakao,(Sg.),Nomen,Ich trinke lieber Kakao.,r Kakao (Sg.),A1_Fit1.pdf
A1 (Fit in Deutsch 1),Kamera,die,"kamera, fotoğraf makinesi",-s,Nomen,Ich zeige dir meine neue Digitalkamera.,"e Kamera, -s",A1_Fit1.pdf
A1 (Fit in Deutsch 1),kalt,,soğuk,,Sonstiges,Heute ist es sehr kalt./Mir ist kalt.,kalt,A1_Fit1.pdf
A1 (Fit in Deutsch 1),kaputt,,"bozuk, kırık",,Sonstiges,Das Radio ist kaputt.,kaputt,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Karte,die,"kart, harita",-n,Nomen,Wir können unsren Freunden eine Karte schicken.,"e Karte, -n",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Kartoffel,die,patates,-n,Nomen,Ich möchte keine Kartoffeln.,"e Kartoffel, -n",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Käse,der,peynir,(Sg.),Nomen,Bitte ein Brötchen mit Käse.,r Käse (Sg.),A1_Fit1.pdf
A1 (Fit in Deutsch 1),Katze,die,kedi,-n,Nomen,"Das ist Timmy, meine Katze.","e Katze, -n",A1_Fit1.pdf
A1 (Fit in Deutsch 1),kaufen,,"satın almak, almak",,Sonstiges,Ich möchte einen CD-Player kaufen.,kaufen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),kein,,"hiç, hiçbir",-e,Sonstiges,Ich habe keine Lust.,"kein, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),kennen,,"tanımak, bilmek",,Sonstiges,Kennst du Manuela?,kennen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),kennenlernen,,tanışmak,,Sonstiges,Möchtest du meine Freunde kennenlernen?,kennenlernen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Kind,das,çocuk,-er,Nomen,Die Kinder sind noch in der Schule.,"s Kind, -er",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Kino,das,sinema,-s,Nomen,Geht ihr ins Kino?,"s Kino, -s",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Kiosk,der,"büfe, kulübe",-e,Nomen,Am Kiosk bekommt man Zeitungen und Eis.,"r Kiosk,-e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),klar,,"tabii, elbette, açık",,Sonstiges,Können wir das mitnehmen? Na klar!,klar,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Klasse,die,sınıf,-n,Nomen,In unserer Klasse sind 25 Teilnehmende.,"e Klasse, -n",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Klassenarbeit,die,"sınav, yazılı sınav",-en,Nomen,"Ich muss lernen, morgen schreiben wir eine Klassenarbeit.","e Klassenarbeit, -en",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Klavier,das,piyano,-e,Nomen,Spielst du auch Klavier?,"s Klavier, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Kleid,das,elbise,-er,Nomen,Das Kleid ist sehr teuer.,"s Kleid, -er",A1_Fit1.pdf
A1 (Fit in Deutsch 1),klein,,küçük,,Sonstiges,Mein Zimmer ist klein.,klein,A1_Fit1.pdf
A1 (Fit in Deutsch 1),kochen,,"pişirmek, yemek yapmak",,Sonstiges,Mein Vater kocht für uns.,kochen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),kommen,,gelmek,,Sonstiges,Ich komme aus Polen./Warum willst du nicht mitkommen?,kommen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),können,,"yapabilmek, bilmek",,Sonstiges,Er kann gut kochen.,können,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Kopf,der,"baş, kafa","ö, -e",Nomen,Mein Kopf tut weh.,"r Kopf, ö, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),kosten,,"mal olmak, fiyatı olmak",,Sonstiges,Das kostet 20 Euro.,kosten,A1_Fit1.pdf
A1 (Fit in Deutsch 1),krank,,hasta,,Sonstiges,Ich war gestern krank.,krank,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Krankenhaus,das,hastane,"ä, -er",Nomen,Meine Freundin ist im Krankenhaus.,"s Krankenhaus, ä, -er",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Kuchen,der,"kek, pasta",-,Nomen,Ich mag keinen Kuchen.,"r Kuchen, -",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Küche,die,mutfak,-n,Nomen,Wir frühstücken in der Küche.,"e Küche, -n",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Kühlschrank,der,buzdolabı,"ä, -e",Nomen,Im Kühlschrank ist Limonade.,"r Kühlschrank, ä, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Kugelschreiber,der,tükenmez kalem,-,Nomen,Wo ist mein Kugelschreiber?,"r Kugelschreiber, -",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Kurs,der,kurs,-e,Nomen,In den Ferien mache ich einen Englischkurs.,"r Kurs, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),kurz,,kısa,,Sonstiges,Seine Haare sind kurz.,kurz,A1_Fit1.pdf
A1 (Fit in Deutsch 1),lachen,,gülmek,,Sonstiges,Lisa lacht immer viel.,lachen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Lampe,die,lamba,-n,Nomen,Die Lampe ist kaputt.,"e Lampe, -n",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Land,das,"ülke, kara","ä, -er",Nomen,Österreich ist ein kleines Land.,"s Land, ä, -er",A1_Fit1.pdf
A1 (Fit in Deutsch 1),lang,,uzun,,Sonstiges,Das Kleid ist zu kurz.,lang,A1_Fit1.pdf
A1 (Fit in Deutsch 1),lange,,"uzun süre, uzun zamandır",,Sonstiges,Wartest du schon lange?/Ich bin schon lange hier.,lange,A1_Fit1.pdf
A1 (Fit in Deutsch 1),langsam,,yavaş,,Sonstiges,"Sprich langsam, ich verstehe dich nicht.",langsam,A1_Fit1.pdf
A1 (Fit in Deutsch 1),langweilig,,sıkıcı,,Sonstiges,Physik ist langweilig.,langweilig,A1_Fit1.pdf
A1 (Fit in Deutsch 1),lassen,,bırakmak,,Sonstiges,Ihr könnt die Bücher zu Hause lassen.,lassen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),laufen,,"koşmak, yürümek",,Sonstiges,Wir laufen schnell nach Hause.,laufen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),leben,,yaşamak,,Sonstiges,Er lebt in Berlin.,leben,A1_Fit1.pdf
A1 (Fit in Deutsch 1),leicht,,"kolay, hafif",,Sonstiges,Die Hausaufgaben sind leicht.,leicht,A1_Fit1.pdf
A1 (Fit in Deutsch 1),leid,,üzgün,,Sonstiges,Es tut mir leid.,leid,A1_Fit1.pdf
A1 (Fit in Deutsch 1),leider,,"maalesef, ne yazık ki",,Sonstiges,Ich kann leider nicht kommen.,leider,A1_Fit1.pdf
A1 (Fit in Deutsch 1),lernen,,"öğrenmek, çalışmak",,Sonstiges,"Ich komme nicht mit, ich muss noch Vokabeln lernen./ Karin lernt Tennis spielen.",lernen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),lesen,,okumak,,Sonstiges,Ich lese viel.,lesen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Leute,die,insanlar,(Pl.),Nomen,In unserem Haus wohnen viele Leute.,e Leute (Pl.),A1_Fit1.pdf
A1 (Fit in Deutsch 1),lieb,,"sevgili, sevimli",,Sonstiges,Lieber Franz!/Meine Lehrerin ist sehr lieb.,lieb,A1_Fit1.pdf
A1 (Fit in Deutsch 1),lieben,,sevmek,,Sonstiges,Ich liebe meinen Hund Toby.,lieben,A1_Fit1.pdf
A1 (Fit in Deutsch 1),lieber,,"tercihen, daha çok",,Sonstiges,Ich möchte lieber ein Eis.,lieber,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Lieblings-,,"favori, en sevilen",,Sonstiges,Mein Lieblingsfach ist Sozialkunde.,Lieblings-,A1_Fit1.pdf
A1 (Fit in Deutsch 1),links,,"sol, solda",,Sonstiges,"Gehen Sie hier geradeaus, dann sehen Sie links den Bahnhof.",links,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Lust,die,"istek, keyif",(Sg.),Nomen,Ich habe keine Lust.,e Lust (Sg.),A1_Fit1.pdf
A1 (Fit in Deutsch 1),lustig,,"komik, eğlenceli",,Sonstiges,Jan ist nett und lustig.,lustig,A1_Fit1.pdf
A1 (Fit in Deutsch 1),machen,,yapmak,,Sonstiges,"Am Samstag machen wir einen Ausflug./ Das macht nichts./Das macht 4,00 Euro.",machen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Mädchen,das,"kız, kız çocuk",-,Nomen,Die Mädchen spielen auch Fußball.,"s Mädchen, -",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Mail,die,e-posta,-s,Nomen,Danke für deine Mail.,"e Mail, -s",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Mal,das,"kez, defa",-e,Nomen,Ich war zwei Mal in England./Bis zum nächsten Mal!,"s Mal, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),man,,insan,,Sonstiges,Hier kann man auch Eis essen.,man,A1_Fit1.pdf
A1 (Fit in Deutsch 1),manchmal,,bazen,,Sonstiges,Ich bin manchmal sehr traurig.,manchmal,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Mann,der,"erkek, adam","ä, -er",Nomen,Ein Mann geht mit seinem Hund spazieren.,"r Mann, ä, -er",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Mantel,der,palto,"ä, -",Nomen,Er trägt einen Mantel.,"r Mantel, ä, -",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Markt,der,"pazar, çarşı","ä, -e",Nomen,Heute ist hier Markt.,"r Markt, ä, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Marktplatz,der,pazar yeri,"ä, -e",Nomen,Der Bus fährt zum Marktplatz.,"r Marktplatz, ä, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Marmelade,die,reçel,-n,Nomen,Ich esse Brot mit Marmelade.,"e Marmelade, -n",A1_Fit1.pdf
A1 (Fit in Deutsch 1),mehr,,"daha fazla, artık",,Sonstiges,Ich habe kein Geld mehr./Du musst mir noch mehr erzählen.,mehr,A1_Fit1.pdf
A1 (Fit in Deutsch 1),mein,,benim,-e,Sonstiges,Meine Freundin heißt Gaby. (vergl. Grammatik),"mein, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Milch,die,süt,(Sg.),Nomen,Ich mag keine Milch.,e Milch (Sg.),A1_Fit1.pdf
A1 (Fit in Deutsch 1),mindestens,,en az,,Sonstiges,Schreibe mindestens 30 Wörter./ Das kostet mindestens 10 Euro.,mindestens,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Mineralwasser,das,maden suyu,"ä, -",Nomen,Haben Sie auch Mineralwasser?,"s Mineralwasser, ä, -",A1_Fit1.pdf
A1 (Fit in Deutsch 1),mit,,"ile, birlikte",,Sonstiges,Ich spiele mit Andrea./Er fährt mit dem Bus.,mit,A1_Fit1.pdf
A1 (Fit in Deutsch 1),mitbringen,,beraberinde getirmek,,Sonstiges,Was bringst du mit?,mitbringen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),mitkommen,,birlikte gelmek,,Sonstiges,Kommst du auch mit?,mitkommen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),mitmachen,,katılmak,,Sonstiges,"Komm, mach mit!",mitmachen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),mitnehmen,,"yanına almak, beraberinde götürmek",,Sonstiges,Was nehmen wir zu der Party mit?,mitnehmen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),mögen,,"hoşlanmak, sevmek, istemek",,Sonstiges,Ich mag gern Spaghetti und Fleisch.,mögen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),möglich,,mümkün,,Sonstiges,"Ich kann nicht kommen, es ist leider nicht möglich.",möglich,A1_Fit1.pdf
A1 (Fit in Deutsch 1),morgen,,yarın,,Sonstiges,Wir gehen morgen ins Schwimmbad.,morgen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),müde,,yorgun,,Sonstiges,Bist du sehr müde?,müde,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Musik,die,müzik,(Sg.),Nomen,Ich höre gern Disco-Musik.,e Musik (Sg.),A1_Fit1.pdf
A1 (Fit in Deutsch 1),müssen,,"zorunda olmak, gerekmek",,Sonstiges,Mein Zimmer muss ich allein aufräumen.,müssen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),nach,,"-e doğru, sonra",,Sonstiges,Sie fährt mit dem Bus nach Berlin.,nach,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Nachricht,die,"haber, mesaj",-en,Nomen,Du hörst die Nachricht noch einmal./ Das ist eine gute Nachricht.,"e Nachricht, -en",A1_Fit1.pdf
A1 (Fit in Deutsch 1),nächste,,"gelecek, bir sonraki",,Sonstiges,Nächsten Monat bekommen wir Zeugnisse.,"r, e, s nächste",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Name,der,"isim, ad",-n,Nomen,Mein Name ist Peter Niemöller.,"r Name, -n",A1_Fit1.pdf
A1 (Fit in Deutsch 1),nehmen,,almak,,Sonstiges,Nehmen Sie den Bus zum Marktplatz.,nehmen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),nein,,hayır,,Sonstiges,"Kommst du mit? - Nein, leider nicht.",nein,A1_Fit1.pdf
A1 (Fit in Deutsch 1),nett,,"kibar, hoş",,Sonstiges,"Ich finde, sie ist nett und lustig.",nett,A1_Fit1.pdf
A1 (Fit in Deutsch 1),neu,,yeni,,Sonstiges,Ist der Computer neu?,neu,A1_Fit1.pdf
A1 (Fit in Deutsch 1),nicht,,değil,,Sonstiges,Ich kann dich nicht verstehen.,nicht,A1_Fit1.pdf
A1 (Fit in Deutsch 1),nichts,,hiçbir şey,,Sonstiges,Ich möchte nichts essen./Das macht nichts.,nichts,A1_Fit1.pdf
A1 (Fit in Deutsch 1),nie,,"asla, hiç",,Sonstiges,Ich war noch nie in Frankreich.,nie,A1_Fit1.pdf
A1 (Fit in Deutsch 1),niemand,,hiç kimse,,Sonstiges,Kann mir niemand helfen?,niemand,A1_Fit1.pdf
A1 (Fit in Deutsch 1),noch,,"hâlâ, henüz",,Sonstiges,Ich muss noch Hausaufgaben machen.,noch,A1_Fit1.pdf
A1 (Fit in Deutsch 1),normal,,normal,,Sonstiges,Eine ganz normale Situation.,normal,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Note,die,not,-n,Nomen,Hast du gute Noten in Englisch?,"e Note, -n",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Nummer,die,numara,-n,Nomen,"Bitte, sag mir deine Telefonnummer./ Welche Hausnummer hast du?","e Nummer, -n",A1_Fit1.pdf
A1 (Fit in Deutsch 1),nur,,sadece,,Sonstiges,Ich möchte nur ein Glas Wasser.,nur,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Obst,das,meyve,(Sg.),Nomen,Wir essen immer viel Obst.,s Obst (Sg.),A1_Fit1.pdf
A1 (Fit in Deutsch 1),oder,,"veya, ya da",,Sonstiges,Trinkst du Tee oder Kaffee?,oder,A1_Fit1.pdf
A1 (Fit in Deutsch 1),offen,,açık,,Sonstiges,Jetzt ist die Tür offen.,offen,A1_Fit1.pdf
A1 (Fit in Deutsch 1),oft,,sık sık,,Sonstiges,Wir gehen oft im Park spazieren.,oft,A1_Fit1.pdf
A1 (Fit in Deutsch 1),ohne,,"-siz, olmadan",,Sonstiges,Ein Sonntag ohne meine Freunde ist langweilig.,ohne,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Ohrring,der,küpe,-e,Nomen,Sie trägt einen kleinen Ohrring.,"r Ohrring, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Ordnung,die,düzen,-en,Nomen,Das ist in Ordnung./Kannst du hier Ordnung machen?,"e Ordnung, -en",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Paket,das,"paket, koli",-e,Nomen,Ist das Paket für mich?,"s Paket, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Park,der,park,-s,Nomen,Wir gehen in den Park. .,"r Park, -s",A1_Fit1.pdf
A1 (Fit in Deutsch 1),passieren,,"olmak, meydana gelmek",,Sonstiges,Was passiert hier?,passieren,A1_Fit1.pdf
A1 (Fit in Deutsch 1),Pause,die,"mola, ara",-n,Nomen,Jetzt machen wir eine Pause.,"e Pause, -n",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Pferd,das,at,-e,Nomen,Das Pferd ist schon alt.,"s Pferd, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Pizza,die,pizza,-en,Nomen,Heute gibt es bei uns Pizza mit Tomaten und Käse.,"e Pizza, -en",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Platz,der,"yer, meydan, alan","ä, -e",Nomen,Das ist mein Platz./In meiner Wohnung ist wenig Platz./Ist der Platz noch frei?,"r Platz, ä, -e",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Post,die,"postane, posta",(Sg.),Nomen,"Ich gehe zur Post, kommst du mit?",e Post (Sg.),A1_Fit1.pdf
A1 (Fit in Deutsch 1),Poster,das,poster,-,Nomen,In meinem Zimmer sind viele Poster.,"s Poster, -",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Postkarte,die,kartpostal,-n,Nomen,Wir schreiben ihm eine Postkarte.,"e Postkarte, -n",A1_Fit1.pdf
A1 (Fit in Deutsch 1),Problem,das,"sorun, problem",-e,Nomen,Hast du Probleme?,"s Problem, -e",A1_Fit1.pdf
