niveau,wort,artikel,turkce,formen,typ,beispiele,eintrag,quelle
A2,eigeneigentlich,,"kendi, öz, aslında",,Sonstiges,"Nicht alle Kinder haben ein eigenes Zimmer. Wir wollten eigentlich Freunde besuchen, aber dann sind wir doch zu Hause ge",,
A2,einig-,,"bazı, birkaç",,Sonstiges,"In diesem Text sind einige Fehler. Das dauert noch einige Zeit, bis das Essen fertig ist.",,
A2,Einkaufszentrum,das,alışveriş merkezi,-en,Nomen,Kommst du morgen mit ins Einkaufszentrum?,,
A2,einpacken,,"paketlemek, sarmak","packt ein, hat eingepackt",Verb,Pack bitte die Handtücher ein ! Soll ich Ihnen das als Geschenk einpacken?,,
A2,eintragen (sich),,"kaydetmek, yazmak","trägt ein, hat eingetragen",Verb,Tragen Sie sich bitte in diese Liste ein ! Sie müssen Ihren Namen und Ihre Adresse eintragen.,,
A2,einzel-,,"tek, ayrı, tekli",,Sonstiges,Nicht alle zusammen. Könnt ihr bitte einzeln sprechen? Florian ist ein Einzelkind. Er hat keine Geschwister. Ein Einzelz,,
A2,einziehen,,"taşınmak, içeri girmek","zieht ein, ist eingezogen",Verb,Im Juni ziehen unsere neuen Nachbarn ein. Wann können wir in die Wohnung einziehen?,,
A2,(E-)Mail,die,e-posta,-s,Nomen,Ich schreibe Ihnen/dir eine E-Mail.,,
A2,eng,,dar,,Sonstiges,Diese Hose ist zu eng. Gibt es sie auch eine Nummer größer?,,
A2,entschuldigen (sich),,özür dilemek,"entschuldigt, hat entschuldigt",Verb,Entschuldigen Sie bitte! Ich möchte mich bei dir entschuldigen.,,
A2,Erdgeschoss,das,zemin kat,-e,Nomen,Ich wohne im Erdgeschoss.,,
A2,Erfahrung,die,"deneyim, tecrübe",-en,Nomen,Ich habe zehn Jahre Erfahrung in diesem Beruf.,,
A2,erinnern (sich),,hatırlamak,"erinnert, hat erinnert",Verb,"Erinnerst du dich an José? - Nein, ich erinnere mich nicht an ihn, tut mir leid. Kannst du mich morgen bitte an meinen A",,
A2,erkältet sein,,"nezle olmak, üşütmüş olmak","ist erkältet, war erkältet, ist erkältet gewesen",Verb,Lisa ist erkältet. Sie kann heute nicht zur Schule gehen.,,
A2,Erlaubnis,die,izin,(Sg.),Nomen,Haben Sie eine Arbeitserlaubnis?,,
A2,Ermäßigung,die,indirim,-en,Nomen,"Für Schüler, Studenten und Rentner gibt es eine Ermäßigung.",,
A2,erreichen,,"ulaşmak, yetişmek, varmak","erreicht, hat erreicht",Verb,"Wenn wir uns beeilen, erreichen wir noch den Zug um acht Uhr. Bis 18 Uhr können Sie mich im Büro erreichen.",,
A2,erst,,"ancak, henüz, daha yeni",,Sonstiges,"Wir können erst morgen kommen. Dina ist keine 18, sie ist erst 16 Jahre alt.",,
A2,(ab)fahren,,"hareket etmek, kalkmak","fährt (ab), ist (ab)gefahren",Verb,Ich fahre mit dem Auto zur Arbeit. Achtung an Gleis 17! Der Zug München - Paris fährt jetzt ab.,,
A2,(Fahr)Rad,das,bisiklet,¨-er,Nomen,"Wenn es nicht regnet, fahre ich mit dem Fahrrad.",,
A2,fallen,,düşmek,"fällt, ist gefallen",Verb,"Pass auf, das Glas fällt gleich vom Tisch.",,
A2,Fan,der,hayran,-s,Nomen,Er ist ein großer Fußballfan. Bella ist ein Fan von Rammstein.,,
A2,fantastisch,,"harika, muhteşem",,Sonstiges,Dein neues Kleid sieht fantastisch aus! Das Buch ist fantastisch. Du musst es unbedingt lesen!,,
A2,fast,,"neredeyse, hemen hemen",,Sonstiges,Der Film ist fast zu Ende. Ich habe fast alles verstanden.,,
A2,faul,,tembel,,Sonstiges,Heute sind wir faul: Wir machen keine Hausaufgaben und arbeiten nicht.,,
A2,Feier,die,kutlama,"-n (z. B. Feierabend, Feiertag)",Nomen,Wann hast du Feierabend? Am ersten Mai ist ein Feiertag.,,
A2,Fernseher,der,televizyon,-,Nomen,Der Fernseher ist kaputt.,,
A2,Fest,das,"bayram, şenlik",-e,Nomen,Frohes Fest! Am Wochenende feiern wir ein Fest. Meine Tochter hat Geburtstag.,,
A2,Festival,das,festival,-s,Nomen,Am Wochenende ist in der Stadt ein Musik-Festival.,,
A2,fett,,yağlı,,Sonstiges,Die Wurst ist mir zu fett.,,
A2,fit sein,,formda olmak,"ist fit, war fit, ist fit gewesen",Verb,Tom will fit sein. Er geht jeden Tag ins Fitnessstudio.,,
A2,fleißig,,çalışkan,,Sonstiges,Ibrahim ist sehr fleißig. Er macht immer seine Hausaufgaben.,,
A2,(ab)fliegen,,"uçmak, kalkmak","fliegt (ab), ist (ab)geflogen",Verb,Ich fliege nicht gern; ich fahre lieber mit dem Zug. Ich fliege in den Ferien nach Spanien. Wann fliegst du ab?,,
A2,Flohmarkt,der,bit pazarı,¨-e,Nomen,Ich gehe gern auf den Flohmarkt. Diesen Hut habe ich auf dem Flohmarkt gekauft.,,
A2,Flug,der,uçuş,¨-e,Nomen,Ich möchte einen Flug nach Kanada buchen. Der Flug LH123 von München nach Frankfurt ist um 21:00 Uhr.,,
A2,fotografieren,,fotoğraf çekmek,"fotografiert, hat fotografiert",Verb,Ich fotografiere gern.,,
A2,freiwillig,,"gönüllü olarak, isteyerek",,Sonstiges,Manchmal bleibe ich freiwillig länger im Büro.,,
A2,freuen,,"sevinmek, memnun olmak",(sich),Sonstiges,Zum Geburtstag habe ich ein interessantes Buch bekommen. Ich freue mich sehr über das Geschenk.,,
A2,freut,,sevinmek,hat gefreut,Verb,"Die Kinder freuen sich schon auf die Ferien. Ich freue mich, weil ich heute mit meinen Freunden Fußball spiele. Es/Das f",,
A2,frisch,,taze,,Sonstiges,Das Brot ist noch ganz frisch. Ich habe es gerade gekauft.,,
A2,fühlen (sich),,"hissetmek, kendini hissetmek","fühlt, hat gefühlt",Verb,Wie fühlen Sie sich? Ich fühle mich heute nicht gut.,,
A2,Führerschein,der,ehliyet,-e,Nomen,Hast du den Führerschein? Sie hat die Führerscheinprüfung bestanden.,,
A2,Fundsachen,die,kayıp eşyalar,(Pl.),Nomen,Haben Sie meinen Schirm gefunden? - Sie können dort bei den Fundsachen schauen.,,
A2,furchtbar,,"korkunç, berbat",,Sonstiges,Er hat furchtbare Schmerzen. Die Hose sieht ja furchtbar aus. So kannst du nicht zur Arbeit gehen!,,
A2,Gabel,die,çatal,-n,Nomen,Kann ich bitte eine Gabel haben?,,
A2,ganz,,"tam, bütün, sağlam",,Sonstiges,"Oh nein! Was ist passiert? Ist deine Brille jetzt kaputt? - Nein, zum Glück ist sie noch ganz! Morgen haben wir den ganz",,
A2,Garage,die,garaj,-n,Nomen,Hier ist eine Garage für dein Auto.,,
A2,Geburts- (jahr,,doğum-,"ort, tag), (-e, -e, -e)",Verb,"Das Geburtsjahr Ihres Sohnes, bitte? Bitte tragen Sie Ihren Geburtsort noch ein. Herzlichen Glückwunsch zum Geburtstag!",,
A2,geehrt-,,sayın,,Sonstiges,"Sehr geehrte Damen und Herren,",,
A2,gefährlich,,tehlikeli,,Sonstiges,Du darfst nicht bei Rot über die Straße gehen. Das ist gefährlich.,,
A2,Gegenteil,das,"zıt anlam, karşıt",-e,Nomen,Das Gegenteil von „klein“ ist „groß“.,,
A2,gegenüber,,"karşısında, karşı",,Sonstiges,Die Post ist gegenüber vom Bahnhof. Die Hausnummer 84 ist gleich gegenüber.,,
A2,Gehalt,das,maaş,¨-er,Nomen,Sie ist mit ihrem Gehalt zufrieden.,,
A2,Geldbörse,die,cüzdan,-n,Nomen,Sie hat ihre Geldbörse verloren.,,
A2,genau,,"tam olarak, kesinlikle, doğru",,Sonstiges,"Sind Sie sicher, dass die Prüfung am 15. Juni ist? - Ja, das weiß ich genau. Die Uhr geht genau. Es ist genau acht Uhr.",,
A2,Gerät,das,"cihaz, alet",-e,Nomen,Elektrogeräte finden Sie im dritten Stock.,,
A2,Gericht,das,yemek,-e,Nomen,Mein Lieblingsgericht ist Pizza.,,
A2,Geschirr,das,"bulaşık, tabak çanak",(Sg.),Nomen,Stellst du bitte das Geschirr in den Schrank?,,
A2,Gesicht,das,yüz,-er,Nomen,Wasch dir bitte das Gesicht. Sie hat ein freundliches Gesicht.,,
A2,gesund,,sağlıklı,,Sonstiges,Ich hatte Grippe. Jetzt bin ich wieder gesund.,,
A2,Gesundheit,die,sağlık,(Sg.),Nomen,Gesundheit! Sind Sie erkältet?,,
A2,Gewitter,das,"fırtına, gök gürültülü fırtına",-,Nomen,"Ich glaube, es gibt heute ein Gewitter.",,
A2,Gitarre,die,gitar,-n,Nomen,Er kann gut Gitarre spielen.,,
A2,Grippe,die,grip,(Sg.),Nomen,Ich habe eine Grippe und kann leider nicht kommen.,,
A2,gültig sein,,geçerli olmak,"ist gültig, war gültig, ist gültig gewesen",Verb,Der Pass ist nicht mehr gültig.,,
A2,Hamburger,der,hamburger,-,Nomen,"Einen Hamburger ohne Salat, bitte.",,
A2,Handtuch,das,havlu,¨-er,Nomen,Gibst du mir bitte ein frisches Handtuch?,,
A2,hängen,,"asılı olmak, asmak","hängt, hat gehangen/ gehängt",Verb,Im Museum hängen moderne Bilder. Warum hast du das Bild noch nicht an die Wand gehängt? Das Bild von meiner Tochter hat ,,
A2,hart,,sert,,Sonstiges,Ich finde das Bett zu hart. Die Brötchen sind ja ganz hart.,,
A2,hässlich,,çirkin,,Sonstiges,Ich finde das Kleid hässlich. Es gefällt mir nicht.,,
A2,Hauptstadt,die,başkent,¨-e,Nomen,Berlin ist die Hauptstadt von Deutschland.,,
A2,Haushalt,der,"ev işleri, hane halkı",-e,Nomen,Wer macht bei euch den Haushalt? - Meine Frau und ich machen den Haushalt zusammen: Ich wasche die Wäsche und sie putzt ,,
A2,heiß,,sıcak,,Sonstiges,"Vorsicht, der Tee ist heiß! Mir ist heiß. Kannst du das Fenster öffnen?",,
A2,Heizung,die,"kalorifer, ısıtma",-en,Nomen,Es ist kalt. Ist die Heizung kaputt?,,
A2,Hemd,das,gömlek,-en,Nomen,Nick trägt heute ein neues Hemd.,,
A2,her/her-/-her,,"buraya, bu yana",,Sonstiges,Komm bitte mal her! Herein! Die Tür ist offen. Woher kommen Sie?,,
A2,heraus/raus,,dışarı,,Sonstiges,Möchtet ihr nicht rauskommen? Das Wetter ist so schön. Kannst du bitte den Müll rausbringen?,,
A2,herein/rein,,içeri,,Sonstiges,Herein! Die Tür ist offen. Möchtest du nicht reinkommen? Ich kann uns einen Tee machen.,,
A2,herstellen,,üretmek,"stellt her, hat hergestellt",Verb,In unserer Firma stellen wir Möbel her.,,
A2,herunterladen,,indirmek,"lädt herunter, hat heruntergeladen",Verb,Er lädt die Musik aus dem Internet herunter.,,
A2,Himmel,der,gökyüzü,(Sg.),Nomen,Heute ist so tolles Wetter: Der Himmel ist blau und es gibt keine Wolken.,,
A2,hin/hin-/-hin,,"oraya, o yöne",,Sonstiges,Wo gehst du hin?/Wohin gehst du? Wohin ist Paul gegangen? – Ich glaube dorthin. Er geht in den Garten hinaus. Wir gehen ,,
A2,hinter,,arkasında,,Sonstiges,Hinter dem Haus haben wir einen Garten.,,
A2,Homepage,die,"web sitesi, ana sayfa",-s,Nomen,Auf der Homepage von Freiburg gibt es alle wichtigen Informationen über die Stadt. Kennst du eine Homepage mit Deutschüb,,
A2,Hose,die,pantolon,-n,Nomen,Kann ich die Hose waschen?,,
A2,husten,,öksürmek,"hustet, hat gehustet",Verb,Sie hustet seit zwei Tagen. Sie ist krank.,,
A2,informieren (sich) (über),,"bilgi almak, bilgilendirmek","informiert, hat informiert",Verb,Ich möchte mich vor der Reise über das Land informieren. Hast du dich über die Prüfung informiert?,,
A2,Instrument,das,"enstrüman, çalgı",-e,Nomen,Ich spiele Klavier. Spielen Sie auch ein Instrument?,,
A2,intelligent,,"zeki, akıllı",,Sonstiges,Einstein war sehr intelligent.,,
A2,Interesse,das,ilgi,-n,Nomen,"Ich habe viele Interessen: Sport, Lesen, Kultur, Reisen.",,
A2,interessieren (sich),,ilgilenmek,"interessiert, hat interessiert interessant",Verb,Ich interessiere mich für Fußball. Den Artikel über Brasilien finde ich sehr interessant. Ich lese gerade ein interessan,,
A2,Interview,das,röportaj,-s,Nomen,Komm schnell! Im Radio kommt ein Interview mit deinem Lieblingssänger.,,
A2,jemand,,"biri, birisi",,Sonstiges,"Hat jemand meinen Stift? Hallo, ist jemand da?",,
A2,joggen,,koşu yapmak,"joggt, ist/hat gejoggt",Verb,Ich jogge gern im Park.,,
A2,Jugendherberge,die,gençlik yurdu,-n,Nomen,Wir übernachten in einer Jugendherberge.,,
A2,der/die Jugendliche,,genç,-n,Sonstiges,Viele Jugendliche hören den ganzen Tag Musik. Der Eintritt für Kinder und Jugendliche bis 16 Jahre ist frei.,,
A2,Kalender,der,takvim,-,Nomen,"Haben Sie am Montag Zeit? - Einen Moment, ich schaue in meinem Kalender. Ich schreibe alle Termine in meinen Kalender.",,
A2,Kaufhaus,das,"mağaza, alışveriş merkezi",-¨er,Nomen,Meine Pullover kaufe ich immer im Kaufhaus Hertie.,,
A2,Keller,der,bodrum,-,Nomen,Bitte bring die Kartoffeln in den Keller! Die Waschmaschinen sind im Keller.,,
A2,Kenntnisse,die,"bilgi birikimi, bilgi",(Pl.),Nomen,Deine Deutschkenntnisse sind sehr gut! Ich möchte meine Computerkenntnisse verbessern.,,
A2,Kette,die,"kolye, zincir",-n,Nomen,Meine Mutter bekommt eine schöne Kette zum Geburtstag.,,
A2,Kirche,die,kilise,-n,Nomen,Diese Kirche ist fast 800 Jahre alt.,,
A2,klappen,,"yolunda gitmek, işe yaramak","klappt, hat geklappt",Verb,"Können wir uns heute Mittag treffen? – Ja, das klappt. Wie war die Reise? - Gut, es hat alles super geklappt.",,
A2,klug,,"akıllı, zeki",,Sonstiges,Molly ist ein kluges Mädchen. Lisa ist sehr klug. Sie bekommt immer gute Noten. Das ist klug von dir.,,
A2,komisch,,"komik, garip, tuhaf",,Sonstiges,Der Film war sehr komisch. Wir haben viel gelacht. Eine grüne Hose und gelbe Schuhe? Das sieht komisch aus. Das Essen sc,,
A2,Kontakt,der,"iletişim, bağlantı",-e,Nomen,Ich habe wenig Kontakt zu meinen Kollegen. Bitte schicken Sie mir Ihre Kontaktdaten!,,
A2,kontrollieren,,kontrol etmek,"kontrolliert, hat kontrolliert",Verb,"Können Sie bei meinem Auto bitte das Öl kontrollieren? Bitte öffnen Sie Ihren Koffer, wir müssen Ihr Gepäck kontrolliere",,
A2,Konzert,das,konser,-e,Nomen,Für das Konzert am Sonntag gibt es noch Karten.,,
A2,Körper,der,"vücut, beden",-,Nomen,"Der Arzt sagt, ich muss etwas für meinen Körper tun, z. B. schwimmen oder Fahrrad fahren.",,
A2,Kosmetik,die,kozmetik,(Sg.),Nomen,Kosmetik können Sie im Erdgeschoss kaufen.,,
A2,kostenlos,,"ücretsiz, bedava",,Sonstiges,Diese Zeitschrift kostet nichts. Sie ist kostenlos.,,
A2,Krankenkasse,die,sağlık sigortası,-n,Nomen,Bei welcher Krankenkasse sind Sie?,,
A2,Krankheit,die,hastalık,-en,Nomen,Welche Krankheit hat Herr Brandner?,,
A2,Kredit,der,kredi,-e,Nomen,Ich brauche einen Kredit von der Bank. Bezahlen Sie mit Kreditkarte?,,
A2,Kreuzung,die,kavşak,-en,Nomen,Fahren Sie an der nächsten Kreuzung rechts.,,
A2,Krimi,der,polisiye,-s,Nomen,"Miriam liest gern spannende Krimis. Schauen wir am Sonntag zusammen den Tatort? – Nein, ich mag keine Krimis.",,
A2,kühl,,serin,,Sonstiges,Es ist kühl draußen. Zieh dir eine Jacke an.,,
A2,Kultur,die,kültür,-en,Nomen,Ich finde fremde Länder und Kulturen sehr interessant. Jana interessiert sich sehr für Kultur. Sie geht jede Woche ins T,,
A2,kümmern (sich),,"ilgilenmek, bakmak","kümmert, hat gekümmert",Verb,Sonja kann nicht arbeiten. Sie muss sich um ihre Tochter kümmern. Ich habe jetzt keine Zeit. Ich muss mich um das Essen ,,
A2,kündigen,,"istifa etmek, feshetmek","kündigt, hat gekündigt",Verb,Meine Arbeit gefällt mir nicht mehr. Ich habe heute gekündigt.,,
A2,Kunst,die,sanat,¨-e,Nomen,Ich verstehe nichts von moderner Kunst. Kunst war mein Lieblingsfach in der Schule.,,
A2,Landschaft,die,"manzara, doğa",-en,Nomen,Die Landschaft ist sehr schön.,,
A2,der/das Laptop,,dizüstü bilgisayar,-s,Sonstiges,Ich brauche einen neuen Laptop.,,
A2,Lebensmittel,die,"gıda, yiyecek maddeleri",(Pl.),Nomen,Lebensmittel bekommen Sie im Supermarkt.,,
A2,leer,,boş,,Sonstiges,Die Kanne ist fast leer. Ich mache neuen Tee.,,
A2,leidtun/leid tun,,üzülmek,"tut leid, hat leidgetan",Verb,"Es tut mir leid, dass ich nicht kommen kann.",,
A2,leihen,,"ödünç vermek, ödünç almak","leiht, hat geliehen",Verb,Kannst du mir fünf Euro leihen?,,
A2,liefern,,teslim etmek,"liefert, hat geliefert",Verb,Wir liefern Ihnen den Schrank nach Hause.,,
A2,Link,der,"bağlantı, link",-s,Nomen,Ich schicke dir einen Link zu Deutschübungen.,,
A2,Löffel,der,kaşık,-,Nomen,Bitte bringen Sie mir einen Löffel.,,
A2,Lüge,die,yalan,-n,Nomen,Das stimmt nicht! Das ist eine Lüge!,,
A2,lügen,,yalan söylemek,"lügt, hat gelogen",Verb,"Du sollst nicht lügen. Glaub ihm nicht, er lügt.",,
A2,Magen,der,mide,¨-,Nomen,Mit tut der Magen weh. Ich habe Magenschmerzen.,,
A2,Mailbox,die,"sesli mesaj kutusu, telesekreter",-en,Nomen,Hier ist die Mailbox von Susanne König. Ich habe dir auf die Mailbox gesprochen.,,
A2,mal / das Mal,,"kez, defa; hadi (pekiştirme sözcüğü)",,Sonstiges,"Sag mal, wie gefällt dir mein neues Kleid? Das erste Mal war ich vor fünf Jahren in England. Tschüss, bis zum nächsten M",,
A2,malen,,"resim yapmak, boyamak","malt, hat gemalt",Verb,Mein Sohn kann gut malen.,,
A2,manch-,,"bazı, kimi",,Sonstiges,Manche Nachbarn sind unfreundlich.,,
A2,Mannschaft,die,takım,-en,Nomen,Meine Lieblingsmannschaft hat 1:0 verloren.,,
A2,Medikament,das,ilaç,-e,Nomen,Nehmen Sie dieses Medikament dreimal pro Tag!,,
A2,meinen,,"demek istemek, kastetmek, düşünmek","meint, hat gemeint",Verb,Wie meinst du das? Erklär mir das bitte genauer! Der Film ist gut. Was meinst du?,,
A2,Meinung,die,"fikir, görüş, düşünce",-en,Nomen,Meine Meinung zu dem Thema ist: … Was ist deine Meinung dazu? Ich habe meine Meinung geändert.,,
A2,meistens,,"çoğunlukla, genellikle",,Sonstiges,Meistens trinke ich zum Frühstück nur einen Kaffee.,,
A2,Menge,die,"miktar, çokluk; kalabalık",-n,Nomen,Wir haben noch eine Menge Zeit. Ich kenne eine Menge Leute in dieser Stadt.,,
A2,merken,,"fark etmek; aklında tutmak, hatırlamak","merkt, hat gemerkt",Verb,"Ich kann mir keine Zahlen merken. Ich vergesse sie sofort. Merkst du, dass es wärmer wird?",,
A2,Messe,die,fuar,-n,Nomen,Kommst du mit zur Buchmesse nach Frankfurt?,,
A2,Messer,das,bıçak,-,Nomen,Das Messer schneidet nicht gut. Ich habe nur ein Messer. Kannst du mir bitte noch eine Gabel bringen?,,
A2,Mitarbeiter,der,"çalışan, personel",-,Nomen,Unsere Firma hat sieben Mitarbeiter.,,
A2,Mittagessen,das,öğle yemeği,-,Nomen,Um zwölf Uhr gibt es Mittagessen.,,
A2,Mittel,das,"çare, ilaç; araç",-,Nomen,Haben Sie ein Mittel gegen Magenschmerzen? Das neue Waschmittel ist sehr gut.,,
A2,Mobiltelefon,das,cep telefonu,-e,Nomen,Wie kann ich Sie erreichen? Haben Sie ein Mobiltelefon?,,
A2,Mode,die,moda,-n,Nomen,Wie findest du die neue Mode?,,
A2,modern,,modern,,Sonstiges,Das Stadtzentrum von Frankfurt ist sehr modern.,,
A2,Motor,der,motor,-en,Nomen,Der Motor ist kaputt. Das Auto fährt nicht mehr.,,
A2,Motorroller,der,"moped, skuter",-,Nomen,Oskar fährt mit dem Motorroller zur Arbeit.,,
A2,Müll,der,çöp,(Sg.),Nomen,"Bringst du bitte den Müll raus? Kann ich die Zeitungen wegwerfen? - Ja, sie sind alt. Bring/Wirf sie bitte in den Müll!",,
A2,Museum,das,müze,-een,Nomen,Im Kunstmuseum gibt es eine neue Ausstellung.,,
A2,Mütze,die,"bere, kasket",-n,Nomen,Haben Sie rote Mützen?,,
A2,Nachbar,der,komşu,"-n, die Nachbarin,-nen",Nomen,Mein Nachbar kommt aus Brasilien und meine Nachbarin ist Italienerin. Die neuen Nachbarn sind sehr nett.,,
A2,Nähe,die,"yakın yer, civar",(Sg.),Nomen,Die Post ist in der Nähe vom Bahnhof.,,
A2,nass,,ıslak,,Sonstiges,Geh nicht mit den nassen Schuhen ins Wohnzimmer! Du bist ja ganz nass. Hast du den Regenschirm vergessen?,,
A2,Natur,die,doğa,(Sg.),Nomen,Ich bin gern draußen in der Natur.,,
A2,natürlich,,"doğal olarak; tabii, elbette",,Sonstiges,Natürlich helfen wir dir. Kommst du zu meiner Party? – Natürlich.,,
A2,neben,,"yanında, yanına",,Sonstiges,Neben mir ist noch ein Platz frei. Die Apotheke ist neben der Post.,,
A2,nebenan,,"yan tarafta, bitişikte",,Sonstiges,Das ist José. Er wohnt nebenan.,,
A2,neblig,,sisli,,Sonstiges,Fahr vorsichtig! Es ist neblig.,,
A2,nennen,,"adlandırmak, çağırmak","nennt, hat genannt",Verb,"Mein Freund heißt Alexander, aber alle nennen ihn Alex.",,
A2,nervös,,"gergin, sinirli",,Sonstiges,Bei Prüfungen bin ich immer sehr nervös.,,
A2,nirgends,,hiçbir yerde,,Sonstiges,Hier kann man nirgends parken. Wo ist Stefan? Ich kann ihn nirgends sehen.,,
A2,notieren,,"not almak, kaydetmek","notiert, hat notiert",Verb,Notieren Sie bitte alle wichtigen Informationen.,,
A2,Notiz,die,not,-en,Nomen,Schreib mir bitte eine Notiz. Haben Sie einen Notizzettel für mich?,,
A2,notwendig,,gerekli,,Sonstiges,"Muss ich noch einmal kommen? – Nein, das ist nicht notwendig.",,
A2,Nudel,die,"makarna, erişte",-n,Nomen,"Möchten Sie lieber Reis oder Nudeln? – Lieber Nudeln, bitte.",,
A2,nützlich,,"yararlı, faydalı",,Sonstiges,Danke für den Tipp. Er war sehr nützlich.,,
A2,Ohr,das,kulak,-en,Nomen,Ich habe Ohrenschmerzen.,,
A2,online,,çevrimiçi,,Sonstiges,Wann bist du wieder online? Ich habe hier kein Internet. Ich bin erst heute Abend wieder online. Sie können das Geld auc,,
A2,Orange,die,portakal,-n,Nomen,Ich esse gern Orangen.,,
A2,organisieren,,"organize etmek, düzenlemek","organisiert, hat organisiert",Verb,Frau Gomez organisiert unseren Ausflug. Hast du schon alles für deinen Urlaub organisiert?,,
A2,Paar,das,çift,-e,Nomen,Romeo und Julia sind ein Paar. Ich brauche ein Paar Schuhe.,,
A2,ein paar,,birkaç,,Sonstiges,Wir fahren ein paar Tage ans Meer. Hast du ein paar Minuten Zeit?,,
A2,packen,,"paketlemek, (bavul) toplamak","packt, hat gepackt",Verb,Ich muss noch meinen Koffer packen.,,
A2,Parfüm,das,parfüm,-s,Nomen,Ich suche ein Parfum als Geschenk für meine Frau.,,
A2,parken,,park etmek,"parkt, hat geparkt",Verb,Darf ich hier parken? Hier ist Parken verboten.,,
A2,passen,,"uymak, uygun olmak","passt, hat gepasst",Verb,Die Bluse passt mir nicht. Welches Wort passt? Wählen Sie.,,
A2,Passwort,das,"şifre, parola",¨-er,Nomen,Bitte schreiben Sie Ihr Passwort. Sie brauchen ein Passwort. Ich habe mein Passwort vergessen.,,
A2,Person,die,"kişi, şahıs",-en,Nomen,Eintritt pro Person: 5 Euro.,,
A2,Pflanze,die,bitki,-n,Nomen,Können Sie sich bitte um unsere Pflanzen kümmern? Wir sind nächste Woche im Urlaub.,,
A2,Plakat,das,"afiş, poster",-e,Nomen,Wir machen im Unterricht ein Plakat zum Thema „Essen und Trinken“.,,
A2,planen,,planlamak,"plant, hat geplant",Verb,Wir sollen zusammen eine Klassenparty planen. Morgen schwimmen ... ist ein guter Plan.,,
A2,plötzlich,,"aniden, birdenbire",,Sonstiges,Plötzlich war das Licht aus.,,
A2,Pommes frites (Pl.),die,patates kızartması,,Nomen,Die Kinder essen Bratwurst mit Pommes frites.,,
A2,Portion,die,porsiyon,-en,Nomen,Ich nehme eine kleine Portion Eis.,,
A2,praktisch,,"pratik, kullanışlı",,Sonstiges,Mit meinem neuen Handy kann ich auch im Internet surfen und Fotos machen. Das finde ich sehr praktisch.,,
A2,preiswert,,"uygun fiyatlı, ucuz",,Sonstiges,Die Jacke ist sehr preiswert. Sie kostet nur 15 Euro.,,
A2,privat,,özel,,Sonstiges,Das ist meine Nummer im Büro und das ist meine private Handynummer. Dieser Strand ist privat. Wir dürfen hier nicht schw,,
A2,pro,,"başına, her biri için",,Sonstiges,Das Zimmer kostet 100 Euro pro Nacht.,,
A2,probieren,,"denemek, tatmak","probiert, hat probiert",Verb,Möchten Sie den Käse probieren? Die Tür geht schwer auf. Probier mal!,,
A2,Produkt,das,ürün,-e,Nomen,Unsere Produkte haben eine sehr hohe Qualität.,,
A2,Programm,das,program,-e,Nomen,Dieses Programm im Radio interessiert mich nicht. Was kommt heute im Kino? Hast du das Programm hier?,,
A2,Projekt,das,proje,-e,Nomen,Wir machen ein Projekt über Sehenswürdigkeiten in unserer Stadt.,,
A2,prüfen,,"kontrol etmek, incelemek","prüft, hat geprüft",Verb,Bitte prüfen Sie die Rechnung sofort.,,
A2,putzen,,temizlemek,"putzt, hat geputzt",Verb,Ich muss heute noch das Bad putzen.,,
A2,Qualität,die,kalite,-en,Nomen,Dieser Fernseher hat eine gute Qualität. Ich finde die Qualität wichtiger als den Preis.,,
A2,Rathaus,das,"belediye binası, belediye",¨-er,Nomen,Das Formular bekommen Sie im Rathaus. Sie müssen sich im Rathaus anmelden.,,
A2,rechnen,,hesaplamak,"rechnet, hat gerechnet",Verb,Sarah kann gut rechnen.,,
A2,reden,,konuşmak,"redet, hat geredet",Verb,Mit meiner Freundin kann ich über alles reden. Rede nicht so viel!,,
A2,reich,,zengin,,Sonstiges,Lotte ist reich. Sie hat sehr viel Geld.,,
A2,Reifen,der,lastik,-,Nomen,Ich brauche neue Reifen für mein Auto.,,
A2,Reihe,die,sıra,-n,Nomen,Ich habe Karten für das Konzert. Wir sitzen in der dritten Reihe. Wer ist jetzt an der Reihe?,,
A2,Reinigung,die,kuru temizleme; temizlik,-en,Nomen,Bringst du bitte die Bluse in die Reinigung? Man darf sie nicht in der Waschmaschine waschen.,,
A2,renovieren,,"yenilemek, tadilat yapmak","renoviert, hat renoviert",Verb,Wir renovieren das ganze Haus.,,
A2,Rentner,der,emekli,"- / die Rentnerin, -nen",Nomen,Mein Onkel arbeitet nicht mehr. Er ist Rentner.,,
A2,reservieren,,"rezervasyon yapmak, ayırtmak","reserviert, reservierte, hat reserviert",Verb,Reservieren Sie bitte ein Doppelzimmer. Ich möchte gern einen Tisch für fünf Personen reservieren.,,
A2,Rest,der,"geri kalan, kalan kısım, artık",-e,Nomen,Hier sind 50 Euro. Den Rest gebe ich dir später. Es ist noch ein Rest Suppe da. Möchtest du noch?,,
A2,Rezept,das,tarif; reçete,-e,Nomen,Dieser Kuchen schmeckt super! Kannst du mir bitte das Rezept geben? Dieses Medikament gibt es nur auf Rezept.,,
A2,Rind,das,"sığır, sığır eti",,Nomen,Ich esse nur Fleisch vom Rind.,,
A2,Rock,der,etek,¨-e,Nomen,Der Rock ist zu eng.,,
A2,romantisch,,romantik,,Sonstiges,Dieser Film ist sehr romantisch. Meine Freundin ist total romantisch.,,
